application_id,application_name,cpu_usage,memory_usage,age_years,criticality,compliance_flag,dependency_ids,dependency_count
APP966,leverage 24/7 deliverables,0.4,0.64,2,High,1,APP873,1
APP967,streamline clicks-and-mortar functionalities,0.48,0.71,4,Low,0,"APP166,APP225",2
APP968,generate intuitive web services,0.81,0.18,15,High,0,"APP766,APP425",2
APP969,enable virtual communities,0.84,0.97,10,Medium,0,APP591,1
APP970,deliver wireless portals,0.88,0.41,3,Medium,1,"APP404,APP450,APP857,APP599",4
APP971,engage enterprise vortals,0.84,0.54,11,High,1,APP817,1
APP972,deploy granular relationships,0.56,0.87,11,Medium,1,"APP281,APP727,APP441",3
APP973,exploit robust applications,0.72,0.99,2,Low,1,"APP594,APP402,APP947,APP034,APP767",5
APP974,aggregate user-centric e-markets,0.18,0.95,13,Medium,0,"APP484,APP628,APP018,APP201",4
APP975,empower mission-critical ROI,0.92,0.31,7,Medium,1,"APP145,APP692,APP855,APP658,APP775",5
APP976,extend cross-media partnerships,0.26,0.35,11,Low,1,APP325,1
APP977,re-contextualize one-to-one schemas,0.26,0.22,13,Medium,0,"APP553,APP187,APP844,APP781",4
APP978,reinvent e-business supply-chains,0.38,0.42,11,Medium,0,APP917,1
APP979,strategize cross-platform web services,0.34,0.49,3,Medium,0,"APP077,APP241,APP017,APP394,APP770",5
APP980,matrix plug-and-play channels,0.94,0.46,11,Medium,1,"APP402,APP932,APP890",3
APP981,mesh interactive initiatives,0.42,0.36,4,Low,0,"APP379,APP148,APP718,APP421",4
APP982,streamline virtual info-mediaries,0.43,0.91,12,High,0,"APP405,APP005",2
APP983,incubate bricks-and-clicks models,0.14,0.21,12,Medium,1,"APP695,APP293",2
APP984,incentivize front-end mindshare,0.57,0.7,9,Low,0,"APP803,APP560,APP370,APP072,APP064",5
APP985,maximize 24/7 vortals,0.66,0.8,5,Low,1,"APP476,APP556",2
APP986,orchestrate B2B eyeballs,0.17,0.91,6,High,1,APP596,1
APP987,syndicate one-to-one platforms,0.25,0.61,14,High,0,"APP701,APP995",2
APP988,aggregate ubiquitous e-business,0.47,0.28,2,Medium,0,"APP973,APP718,APP685",3
APP989,engage global experiences,0.6,0.31,15,Low,0,"APP208,APP264,APP080,APP279,APP687",5
APP990,unleash end-to-end eyeballs,0.12,0.52,1,Medium,1,"APP461,APP778",2
APP991,repurpose world-class experiences,0.64,0.72,9,High,1,"APP091,APP009",2
APP992,reinvent holistic mindshare,0.11,0.13,2,High,0,"APP484,APP429,APP445,APP813",4
APP993,envisioneer real-time experiences,0.71,0.48,15,Low,1,0,0
APP994,extend extensible initiatives,0.44,0.45,15,High,1,"APP422,APP046,APP443,APP503,APP664",5
APP995,iterate cutting-edge models,0.62,0.55,9,Medium,1,APP852,1
APP996,streamline frictionless schemas,0.75,0.96,15,Medium,1,"APP071,APP505,APP321,APP388,APP569",5
APP997,e-enable vertical initiatives,0.95,0.35,7,High,1,APP106,1
APP998,visualize magnetic initiatives,0.94,0.81,5,High,0,"APP394,APP279",2
APP999,aggregate mission-critical e-tailers,0.29,0.3,2,Medium,0,"APP001,APP454,APP699",3
APP1000,deliver intuitive web services,0.19,0.22,4,High,1,"APP368,APP169,APP379",3
